Source,Target,Type,Id,Label,Weight
syncope,confusion,Undirected,211,,7
syncope,hypoglycemia,Undirected,212,,1
syncope,dementia,Undirected,213,,2
syncope,psychiatric disorders,Undirected,214,,1
syncope,increased intracranial pressure,Undirected,215,,2
syncope,catatonia,Undirected,216,,1
syncope,anuria,Undirected,217,,1
syncope,cachexia,Undirected,218,,2
syncope,hemianopia,Undirected,219,,1
syncope,hyperkalemia,Undirected,220,,1
syncope,disorientation,Undirected,221,,2
syncope,cold limbs,Undirected,222,,1
syncope,sphincter dysfunction,Undirected,223,,1
syncope,abnormal pigmentation,Undirected,224,,1
syncope,difficulty urinating,Undirected,225,,1
syncope,hiccups,Undirected,226,,1
syncope,decreased appetite,Undirected,227,,1
syncope,hematemesis,Undirected,228,,2
syncope,locating signs,Undirected,229,,1
syncope,balance dysfunction,Undirected,230,,1
syncope,clubbing,Undirected,231,,3
syncope,panic,Undirected,232,,3
syncope,chronic atrial fibrillation,Undirected,233,,3
syncope,intellectual decline,Undirected,234,,1
syncope,abnormal pupil,Undirected,235,,2
syncope,cerebral hypoxia,Undirected,236,,3
syncope,retrosternal pain,Undirected,237,,1
syncope,melena,Undirected,238,,1
syncope,decreased hearing,Undirected,239,,1
syncope,cardiac enlargement,Undirected,240,,4
syncope,fixed pupils,Undirected,241,,1
syncope,limb weakness,Undirected,242,,2
syncope,eye fatigue,Undirected,243,,1
syncope,distended jugular veins,Undirected,244,,1
syncope,deafness,Undirected,245,,1
syncope,reduced exercise tolerance,Undirected,246,,1
syncope,migraine,Undirected,247,,1
syncope,limb numbness,Undirected,248,,2
syncope,memory decline,Undirected,249,,1
syncope,apathy,Undirected,250,,2
syncope,pulselessness,Undirected,251,,1
syncope,rupture,Undirected,252,,1
syncope,increased heart rate,Undirected,253,,1
syncope,decreased blood pressure,Undirected,254,,2
syncope,cold extremities,Undirected,255,,2
syncope,lowered pain threshold,Undirected,256,,1
syncope,fecal incontinence,Undirected,257,,1
syncope,chest discomfort,Undirected,258,,4
syncope,muscle spasms,Undirected,259,,1
syncope,dysarthria,Undirected,260,,1
syncope,general weakness,Undirected,261,,1
syncope,general discomfort,Undirected,262,,1
syncope,orthopnea,Undirected,263,,8
syncope,decerebrate rigidity,Undirected,264,,1
syncope,hypothyroidism,Undirected,265,,2
syncope,rapid thin pulse,Undirected,266,,1
syncope,elevated transaminases,Undirected,267,,1
syncope,atrial septal defect,Undirected,268,,1
syncope,disturbance of consciousness,Undirected,269,,7
syncope,hematochezia,Undirected,270,,2
syncope,agitation,Undirected,271,,1
syncope,excessive sweating,Undirected,272,,1
syncope,signs of cardiac tamponade,Undirected,273,,2
syncope,gallop rhythm,Undirected,274,,3
syncope,bleeding tendency,Undirected,275,,1
syncope,blood pressure drop,Undirected,276,,2
syncope,clammy skin,Undirected,277,,3
syncope,abnormal breath,Undirected,278,,1
syncope,choking cough,Undirected,279,,1
syncope,suffocation,Undirected,280,,1
syncope,lethargic state,Undirected,281,,1
syncope,sheath effusion,Undirected,282,,1
syncope,pulmonary infection,Undirected,283,,1
syncope,recurrent pneumonia,Undirected,284,,1
syncope,limbs coldness,Undirected,285,,1
syncope,osteoporosis,Undirected,286,,1
syncope,pulmonary interstitial fibrosis,Undirected,287,,1
syncope,sinoatrial block,Undirected,288,,4
syncope,bleeding gums,Undirected,289,,1
syncope,diabetes insipidus,Undirected,290,,1
syncope,myocardial stunning,Undirected,291,,1
syncope,annular nodules,Undirected,292,,1
syncope,hypoproteinemia,Undirected,293,,1
syncope,rapid heartbeat,Undirected,294,,3
syncope,nasal flaring,Undirected,295,,1
syncope,groaning,Undirected,296,,1
syncope,startle reactions,Undirected,297,,1
syncope,muffled heart sounds,Undirected,298,,1
syncope,atrioventricular block,Undirected,299,,3
syncope,clouding of consciousness,Undirected,300,,3
syncope,nystagmus,Undirected,301,,2
syncope,delirium,Undirected,302,,1
syncope,hematoma formation,Undirected,303,,1
syncope,abrasion,Undirected,304,,1
syncope,limb paralysis,Undirected,305,,1
syncope,microthrombus formation,Undirected,306,,1
syncope,confused state of consciousness,Undirected,307,,1
syncope,diaphragmatic paralysis,Undirected,308,,1
syncope,precordial discomfort,Undirected,309,,4
syncope,motor aphasia,Undirected,310,,1
syncope,rhonchi,Undirected,311,,1
syncope,respiratory acidosis,Undirected,312,,1
syncope,oral pain,Undirected,313,,1
syncope,scarlatiniform rash,Undirected,314,,1
syncope,facial asymmetry,Undirected,315,,1
syncope,left ventricular hypertrophy,Undirected,316,,3
syncope,slow response,Undirected,317,,1
syncope,hearing impairment,Undirected,318,,1
syncope,barrel chest,Undirected,319,,1
syncope,recurrent coughing,Undirected,320,,1
syncope,blackout,Undirected,321,,6
syncope,lightheadedness,Undirected,322,,4
syncope,precordial pain,Undirected,323,,5
syncope,disappearance of bowel sounds,Undirected,324,,1
syncope,drooling,Undirected,325,,1
syncope,memory loss,Undirected,326,,2
syncope,hyperventilation,Undirected,327,,1
syncope,esophageal spasm,Undirected,328,,1
syncope,elevated central venous pressure,Undirected,329,,1
syncope,persistent natriuresis,Undirected,330,,1
syncope,reduced secretion of antidiuretic hormone (adh),Undirected,331,,1
syncope,blue urine in children,Undirected,332,,1
syncope,frequent ventricular premature contractions,Undirected,333,,1
syncope,conduction block,Undirected,334,,5
syncope,reduced muscle tone,Undirected,335,,2
syncope,pulmonary embolism,Undirected,336,,2
syncope,decreased visual acuity,Undirected,337,,1
syncope,elevated red blood cell hematocrit,Undirected,338,,2
syncope,decreased effective blood volume,Undirected,339,,2
syncope,right ventricular outflow tract,Undirected,340,,1
syncope,neurological deficits,Undirected,341,,1
syncope,absent tendon reflex,Undirected,342,,1
syncope,heaviness in the chest,Undirected,343,,1
syncope,circulatory failure,Undirected,344,,1
syncope,sinoatrial nodal disease,Undirected,345,,1
syncope,pulsus alternans,Undirected,346,,1
syncope,pink frothy sputum,Undirected,347,,3
syncope,preeclampsia,Undirected,348,,1
syncope,decreased glomerular filtration rate,Undirected,349,,1
syncope,emotional instability,Undirected,350,,1
syncope,increased urine specific gravity,Undirected,351,,1
syncope,pleural friction rub,Undirected,352,,1
syncope,pericardial rupture,Undirected,353,,1
syncope,slow blood flow,Undirected,354,,2
syncope,loud first heart sound,Undirected,355,,1
syncope,swelling of legs,Undirected,356,,1
syncope,dural bulging,Undirected,357,,1
syncope,covered,Undirected,358,,1
syncope,intracranial hypertension,Undirected,359,,1
syncope,cardiac failure,Undirected,360,,1
syncope,narrow pulse pressure,Undirected,361,,1
syncope,cavity formation,Undirected,362,,1
syncope,debilitation,Undirected,363,,1
syncope,respiratory abnormalities,Undirected,364,,1
syncope,diastolic murmurs,Undirected,365,,1
syncope,pulmonary stenosis,Undirected,366,,1
syncope,elevated plasma cholesterol levels,Undirected,367,,1
syncope,episodic dizziness,Undirected,368,,1
syncope,mixed acid-base imbalance,Undirected,369,,1
syncope,metabolic alkalosis,Undirected,370,,1
syncope,jugular venous pulsation,Undirected,371,,1
syncope,diffuse apical beating,Undirected,372,,1
syncope,irregular heartbeat,Undirected,373,,6
syncope,significant blood pressure fluctuations,Undirected,374,,1
syncope,sinus arrest,Undirected,375,,4
syncope,increased vagal tone,Undirected,376,,1
syncope,monoplegia,Undirected,377,,1
syncope,sudden loss of cardiac compensation,Undirected,378,,1
syncope,left abdominal flexion,Undirected,379,,1
syncope,generalized cold sweat,Undirected,380,,1
syncope,distension of superficial neck veins,Undirected,381,,1
syncope,sensation of ‘missed’ heartbeats,Undirected,382,,1
syncope,pyramidal tract lesions,Undirected,383,,1
syncope,long-segment underdevelopment of the ascending aorta,Undirected,384,,1
syncope,hepatotoxicity,Undirected,385,,1
syncope,pupillary abnormalities,Undirected,386,,1
syncope,abnormal smell or somatic sensation,Undirected,387,,1
syncope,acute illness appearance,Undirected,388,,1
syncope,hemodynamic disturbances,Undirected,389,,2
syncope,senile tremor,Undirected,390,,1
syncope,supravalvular aortic stenosis,Undirected,391,,1
syncope,coronary steal phenomenon,Undirected,392,,1
syncope,insufficient coronary supply,Undirected,393,,1
syncope,ejection sounds audible in the pulmonary valve area,Undirected,394,,1
syncope,reduced cardiac output,Undirected,395,,1
syncope,no obvious precordial pulsation,Undirected,396,,1
syncope,missed heartbeats,Undirected,397,,1
syncope,head nodding sign,Undirected,398,,1
syncope,head congestion,Undirected,399,,1
syncope,squatting episodes,Undirected,400,,1
syncope,right aortic arch,Undirected,401,,1
syncope,brown stools,Undirected,402,,1
syncope,high metabolic syndrome,Undirected,403,,1
syncope,sudden fall,Undirected,404,,1
syncope,alternating pulse,Undirected,405,,1
syncope,abnormal pupil dilation,Undirected,406,,1
syncope,expansive liver pulsation,Undirected,407,,1
syncope,slowed heart rate,Undirected,408,,1
syncope,increased aldosterone secretion,Undirected,409,,1
syncope,atrioventricular dissociation,Undirected,410,,1
syncope,decreased cardiac output,Undirected,411,,1
syncope,perinatal cardiomyopathy,Undirected,412,,1
syncope,absence of heart sounds,Undirected,413,,1
syncope,air embolism,Undirected,414,,1
syncope,enlarged pulse pressure difference,Undirected,415,,1
syncope,apathetic demeanor,Undirected,416,,1
syncope,incomplete intraventricular block,Undirected,417,,1
syncope,hepatic enlargement,Undirected,418,,1
syncope,pathological q wave,Undirected,419,,1
syncope,precordial oppression,Undirected,420,,1
syncope,low ejection fraction,Undirected,421,,1
syncope,hemodynamic instability,Undirected,422,,1
syncope,abnormal qrs complexes,Undirected,423,,1
syncope,sternal protrusion of the chest,Undirected,424,,1
syncope,inappropriate laughter,Undirected,425,,1
syncope,loss of control,Undirected,426,,1
syncope,stocking-type hypoesthesia,Undirected,427,,1
syncope,easy agitation,Undirected,428,,1
syncope,enlargement of the left ventricular cavity,Undirected,429,,1
syncope,extensive calcification of the abdominal wall,Undirected,430,,1
syncope,calcification shadows,Undirected,431,,1
syncope,calcification deposits,Undirected,432,,1
syncope,diastolic thrill,Undirected,433,,1
syncope,catecholaminergic dependency,Undirected,434,,1
syncope,irregular heart rhythm,Undirected,435,,1
syncope,idioventricular rhythm,Undirected,436,,1
syncope,pistol shot femoral artery sounds,Undirected,437,,1
syncope,jerky pulse,Undirected,438,,1
syncope,pulse deficit,Undirected,439,,2
syncope,inability to count pulse rate per minute,Undirected,440,,1
syncope,sensation of a bursting head,Undirected,441,,1
cardiac arrest,dizziness,Undirected,442,,6
cardiac arrest,fatigue,Undirected,443,,6
cardiac arrest,tinnitus,Undirected,444,,1
cardiac arrest,cerebral ischemia,Undirected,445,,2
cardiac arrest,hypertension,Undirected,446,,2
cardiac arrest,headache,Undirected,447,,2
cardiac arrest,swelling,Undirected,448,,1
cardiac arrest,deformity,Undirected,449,,1
cardiac arrest,edema,Undirected,450,,1
cardiac arrest,restlessness,Undirected,451,,3
cardiac arrest,vomiting,Undirected,452,,1
cardiac arrest,heart failure,Undirected,453,,2
cardiac arrest,palpitations,Undirected,454,,3
cardiac arrest,shortness of breath,Undirected,455,,1
cardiac arrest,cyanosis,Undirected,456,,4
cardiac arrest,proteinuria,Undirected,457,,1
cardiac arrest,dyspnea,Undirected,458,,3
cardiac arrest,shock,Undirected,459,,4
cardiac arrest,coma,Undirected,460,,2
cardiac arrest,hemodynamic disorders,Undirected,461,,1
cardiac arrest,chest pain,Undirected,462,,3
cardiac arrest,chest tightness,Undirected,463,,2
cardiac arrest,pericardial effusion,Undirected,464,,1
cardiac arrest,no evident cardiac impulse in the precordial region,Undirected,465,,1
cardiac arrest,difficulty breathing,Undirected,466,,1
cardiac arrest,nails,Undirected,467,,1
cardiac arrest,cough,Undirected,468,,1
cardiac arrest,wheezing,Undirected,469,,1
cardiac arrest,rapid breathing,Undirected,470,,1
cardiac arrest,sensory disturbances,Undirected,471,,1
cardiac arrest,intestinal perforation,Undirected,472,,1
cardiac arrest,limited movement,Undirected,473,,1
cardiac arrest,weakness,Undirected,474,,1
cardiac arrest,seizures,Undirected,475,,2
cardiac arrest,cardiac murmur,Undirected,476,,1
cardiac arrest,paralysis,Undirected,477,,2
cardiac arrest,convulsions,Undirected,478,,4
cardiac arrest,tremors,Undirected,479,,1
cardiac arrest,pallor,Undirected,480,,3
cardiac arrest,fainting,Undirected,481,,2
cardiac arrest,lethargy,Undirected,482,,1
cardiac arrest,tachycardia,Undirected,483,,1
cardiac arrest,sudden death,Undirected,484,,5
cardiac arrest,faint heart sounds,Undirected,485,,1
cardiac arrest,respiratory distress,Undirected,486,,1
cardiac arrest,opisthotonos,Undirected,487,,1
cardiac arrest,crying,Undirected,488,,1
cardiac arrest,numbness in h,Undirected,489,,1
cardiac arrest,hemiplegia,Undirected,490,,1
cardiac arrest,seizure-like episodes,Undirected,491,,1
cardiac arrest,vertigo,Undirected,492,,3
cardiac arrest,instability,Undirected,493,,1
cardiac arrest,consciousness disorders,Undirected,494,,2
cardiac arrest,respiratory failure,Undirected,495,,2
cardiac arrest,respiratory alkalosis,Undirected,496,,1
cardiac arrest,metabolic acidosis,Undirected,497,,2
cardiac arrest,neck stiffness,Undirected,498,,2
cardiac arrest,chest oppression,Undirected,499,,1
cardiac arrest,unsteady gait,Undirected,500,,1
cardiac arrest,heart murmur,Undirected,501,,1
cardiac arrest,confusion,Undirected,502,,1
cardiac arrest,persists for more than 2 weeks,Undirected,503,,1
cardiac arrest,hypoxemia,Undirected,504,,1
cardiac arrest,feet,Undirected,505,,1
cardiac arrest,cardiac enlargement,Undirected,506,,1
cardiac arrest,limping,Undirected,507,,1
cardiac arrest,deafness,Undirected,508,,1
cardiac arrest,neck pain,Undirected,509,,1
cardiac arrest,diminished breath sounds,Undirected,510,,1
cardiac arrest,stupor,Undirected,511,,1
cardiac arrest,lowered pain threshold,Undirected,512,,1
cardiac arrest,decerebrate rigidity,Undirected,513,,1
cardiac arrest,ventricular flutter,Undirected,514,,1
cardiac arrest,rapid thin pulse,Undirected,515,,1
cardiac arrest,disturbance of consciousness,Undirected,516,,6
cardiac arrest,signs of cardiac tamponade,Undirected,517,,1
cardiac arrest,gallop rhythm,Undirected,518,,1
cardiac arrest,clammy skin,Undirected,519,,1
cardiac arrest,transient loss of consciousness,Undirected,520,,1
cardiac arrest,pain in the ankle,Undirected,521,,1
cardiac arrest,lumbar pain,Undirected,522,,1
cardiac arrest,precordial discomfort,Undirected,523,,1
cardiac arrest,motor aphasia,Undirected,524,,1
cardiac arrest,worsens during coughing or exerting force,Undirected,525,,1
cardiac arrest,lightheadedness,Undirected,526,,1
cardiac arrest,intestinal dysfunction,Undirected,527,,1
cardiac arrest,disappearance of bowel sounds,Undirected,528,,1
cardiac arrest,joint ankylosis,Undirected,529,,1
cardiac arrest,generally improves,Undirected,530,,1
cardiac arrest,inability to sit or st,Undirected,531,,1
cardiac arrest,for long periods,Undirected,532,,1
cardiac arrest,the need to frequently change positions,Undirected,533,,1
cardiac arrest,moist rales,Undirected,534,,1
cardiac arrest,hyperventilation,Undirected,535,,1
cardiac arrest,mixed acid-base disorder,Undirected,536,,1
cardiac arrest,conduction block,Undirected,537,,1
cardiac arrest,ventricular fibrillation,Undirected,538,,4
cardiac arrest,right ventricular outflow tract,Undirected,539,,2
cardiac arrest,flushed face,Undirected,540,,1
cardiac arrest,low blood potassium,Undirected,541,,1
cardiac arrest,irregular heartbeat,Undirected,542,,1
cardiac arrest,significant blood pressure fluctuations,Undirected,543,,1
cardiac arrest,sinus arrest,Undirected,544,,1
cardiac arrest,diminished immune function,Undirected,545,,1
cardiac arrest,orthopneic breathing,Undirected,546,,1
cardiac arrest,no obvious precordial pulsation,Undirected,547,,1
cardiac arrest,foot abnormalities,Undirected,548,,1
cardiac arrest,the pain is not obvious; it becomes lighter,Undirected,549,,1
cardiac arrest,exertion. when it progresses to full joint tuberculosis,Undirected,550,,1
cardiac arrest,the pain is intense. in the late stage,Undirected,551,,1
cardiac arrest,the pain may decrease or disappear,Undirected,552,,1
cardiac arrest,prolonged q-t interval,Undirected,553,,1
cardiac arrest,respiratory arrest,Undirected,554,,1
cardiac arrest,spasmodic intense pain,Undirected,555,,1
cardiac arrest,paralysis when spinal nerves are involved,Undirected,556,,1
cardiac arrest,cessation of bleeding during surgery,Undirected,557,,1
cardiac arrest,massive hemorrhage,Undirected,558,,1
cardiac arrest,idioventricular rhythm,Undirected,559,,1
cardiac arrest,abnormal respiration,Undirected,560,,1
cardiac arrest,angina,Undirected,561,,2
cardiac arrest,arrhythmia,Undirected,562,,5
cardiac arrest,blurred vision,Undirected,563,,1
cardiac arrest,bradycardia,Undirected,564,,4
cardiac arrest,anxiety,Undirected,565,,1
cardiac arrest,abnormal breathing,Undirected,566,,4
cardiac arrest,back pain,Undirected,567,,1
cardiac arrest,abnormal heart sounds,Undirected,568,,1
cardiac arrest,blood pressure drop,Undirected,569,,1
cardiac arrest,abnormal breath,Undirected,570,,1
cardiac arrest,anhidrosis,Undirected,571,,1
cardiac arrest,body position,Undirected,572,,1
cardiac arrest,brainstem damage signs,Undirected,573,,1
cardiac arrest,aggravated by fatigue,Undirected,574,,1
cardiac arrest,bizarre walking patterns,Undirected,575,,1
cardiac arrest,abnormal light reflex,Undirected,576,,1
dizziness,fatigue,Undirected,577,,180
dizziness,tinnitus,Undirected,578,,71
dizziness,hypertension,Undirected,579,,48
dizziness,headache,Undirected,580,,294
dizziness,fever,Undirected,581,,61
dizziness,redness,Undirected,582,,2
dizziness,swelling,Undirected,583,,5
dizziness,warmth,Undirected,584,,2
dizziness,pain,Undirected,585,,16
dizziness,night sweats,Undirected,586,,2
dizziness,loss of appetite,Undirected,587,,37
dizziness,weight loss,Undirected,588,,32
dizziness,hematuria,Undirected,589,,15
dizziness,polyuria,Undirected,590,,14
dizziness,edema,Undirected,591,,42
dizziness,slow growth,Undirected,592,,2
dizziness,ulcers,Undirected,593,,12
dizziness,face,Undirected,594,,6
dizziness,restlessness,Undirected,595,,31
dizziness,vomiting,Undirected,596,,177
dizziness,heart failure,Undirected,597,,24
dizziness,renal failure,Undirected,598,,5
dizziness,nephrotic syndrome,Undirected,599,,2
dizziness,increased blood pressure,Undirected,600,,5
dizziness,outpatient hypertension,Undirected,601,,1
dizziness,palpitations,Undirected,602,,150
dizziness,shortness of breath,Undirected,603,,67
dizziness,nausea,Undirected,604,,185
dizziness,jaundice,Undirected,605,,21
dizziness,proteinuria,Undirected,606,,10
dizziness,hirsutism,Undirected,607,,1
dizziness,oliguria,Undirected,608,,10
dizziness,dyspnea,Undirected,609,,23
dizziness,shock,Undirected,610,,41
dizziness,irritability,Undirected,611,,39
dizziness,somnolence,Undirected,612,,25
dizziness,hemodynamic disorders,Undirected,613,,1
dizziness,tendency to bleed,Undirected,614,,3
dizziness,recurrent infections,Undirected,615,,1
dizziness,hepatomegaly,Undirected,616,,12
dizziness,rash,Undirected,617,,9
dizziness,wasting,Undirected,618,,2
dizziness,intellectual disability,Undirected,619,,2
dizziness,pericardial effusion,Undirected,620,,1
dizziness,electrophysiological abnormalities,Undirected,621,,1
dizziness,pleural effusion,Undirected,622,,1
dizziness,dry mouth,Undirected,623,,15
dizziness,ulceration,Undirected,624,,3
dizziness,tenderness,Undirected,625,,7
dizziness,nails,Undirected,626,,4
dizziness,throat,Undirected,627,,2
dizziness,signs of meningeal irritation,Undirected,628,,3
dizziness,expectoration,Undirected,629,,5
dizziness,hypokalemia,Undirected,630,,1
