model_id,clustering,path_length,diameter,modularity,num_communities,avg_community_size,max_community_size,community_size_variation
53,0.2544291803914267,2.5931455563331003,4.0,0.12813208638845064,16,535.9375,1068,259.678519700321
54,0.24979511188621975,2.63801726148822,5.0,0.12465623277732625,25,343.0,684,210.5924974921946
55,0.2526616126382592,2.67149055283415,6.0,0.1249653083246142,19,451.3157894736842,762,254.43767774438535
56,0.2530546093856501,2.622263820853744,5.0,0.12187814986682756,42,204.16666666666666,922,292.7956313643217
57,0.2560860876847145,2.679364357359459,5.0,0.11795690026136772,386,22.21502590673575,773,86.46828693046052
58,0.2531874275818397,2.6402122696524377,5.0,0.12564137889804056,17,504.4117647058824,909,204.30025735595476
59,0.25215095880302385,2.639142757172848,5.0,0.1183148050949155,462,18.560606060606062,681,76.13760331527207
60,0.25690836918757276,2.6067984604618615,5.0,0.11894505965875335,389,22.043701799485863,1120,96.71294627423043
61,0.2544598327760867,2.5955959878703054,5.0,0.12517723713902754,41,209.14634146341464,928,289.21985569051014
62,0.2541521122874547,2.6087683694891535,5.0,0.12973347218212136,20,428.75,956,307.3388805536976
63,0.2545585790594846,2.62833799860042,5.0,0.11570426944455975,524,16.364503816793892,860,70.8011323572894
64,0.2561997260677284,2.6409762071378586,5.0,0.12642244688479526,19,451.3157894736842,757,228.52480059620362
65,0.25566094642477083,2.6499258976515803,5.0,0.12196762745760299,41,209.14634146341464,1144,311.64915866462917
66,0.25384438197053555,2.6359925355726617,5.0,0.12807876881253025,18,476.3888888888889,952,290.445852457694
67,0.25694848642882145,2.624071364449251,5.0,0.12215765675604104,55,155.9090909090909,1055,291.54923318695387
68,0.25316288743397014,2.65371588523443,5.0,0.12063893744151949,450,19.055555555555557,640,67.23454157088389
69,0.2567664530409779,2.5925775600653136,5.0,0.12672846059821824,16,535.9375,906,204.64465200378436
70,0.25230953835385966,2.652021226965244,6.0,0.12320521937159541,22,389.77272727272725,998,319.52904716703154
71,0.2531252983235459,2.6636785630977373,5.0,0.12403840320377868,45,190.55555555555554,741,264.26624247826334
72,0.2531824773289709,2.6320993701889432,5.0,0.12965177971950237,13,659.6153846153846,954,173.80118547065757
73,0.25535540266592377,2.6637707021226964,5.0,0.13573960793311218,15,571.6666666666666,1021,287.83575563543565
74,0.25077192757191374,2.6450664800559833,5.0,0.12530569650638287,20,428.75,925,306.228652317186
75,0.2526597536362233,2.6291101003032424,5.0,0.12135252299861243,321,26.713395638629283,656,97.62008552452427
76,0.2567719773196659,2.690240261254957,6.0,0.1285325866692657,45,190.55555555555554,792,263.17704691840316
77,0.25659765770830806,2.6151329601119664,5.0,0.11461489349408335,422,20.319905213270143,751,75.88485622790856
78,0.2522812664241164,2.661011196641008,5.0,0.12339214057646014,17,504.4117647058824,922,194.67531304366898
79,0.2517491709611546,2.630646139491486,5.0,0.11823774151588456,363,23.62258953168044,753,88.69049310297042
80,0.2523808704521105,2.60537088873338,5.0,0.11804708271892965,406,21.120689655172413,682,76.10808826288941
81,0.252914906374362,2.6230160951714487,5.0,0.12299345869732176,387,22.157622739018088,700,88.92960060116361
82,0.25437131396400636,2.6467797993935154,5.0,0.12175144020829823,354,24.22316384180791,704,93.90233190934453
83,0.25387943767970056,2.6201294611616515,5.0,0.11825156739350569,384,22.330729166666668,745,85.84186341204185
84,0.25384989247238404,2.6359699233087217,5.0,0.11455858537582175,406,21.120689655172413,769,78.53164600436513
85,0.2552512510919996,2.682995101469559,5.0,0.12189225638525802,313,27.396166134185304,672,96.16733411837752
86,0.2553946664395411,2.6364695591322604,5.0,0.12613339503649457,20,428.75,861,254.93918392432343
87,0.25396872789407393,2.6243235362724517,5.0,0.12725477667483837,20,428.75,1037,332.188331372431
88,0.25309805948401404,2.6045253090739444,5.0,0.12112812490028489,329,26.06382978723404,744,101.65331839917343
89,0.2542160139569604,2.6275915558665734,5.0,0.12570440053076665,45,190.55555555555554,814,253.82614833828077
90,0.2543360323698245,2.6005574994168414,5.0,0.12579896068576663,347,24.711815561959654,1009,98.0893432295536
91,0.25467107935858974,2.64482155353394,5.0,0.12414448168664381,282,30.407801418439718,854,115.9069708714048
92,0.2542165323137428,2.6681082341964077,5.0,0.12504646697575028,18,476.3888888888889,893,258.43441869347066
93,0.256596842829198,2.630943550268253,5.0,0.12548322183826516,55,155.9090909090909,1176,281.0237306529159
94,0.2535297883508063,2.638903662234663,5.0,0.1277456651417001,17,504.4117647058824,855,299.8882260057667
95,0.2545064286974298,2.6597562397947283,5.0,0.12288007489484623,21,408.3333333333333,868,229.74402595131278
96,0.2535220804204623,2.6457207837648706,5.0,0.1259661197796666,22,389.77272727272725,813,210.14171231861215
97,0.25699185158989524,2.622157686027525,5.0,0.11934359321578755,45,190.55555555555554,889,261.2120939479858
98,0.25515211599451754,2.645962211336599,6.0,0.12729010024119927,17,504.4117647058824,905,286.1453885544959
99,0.254649344299456,2.655052484254724,5.0,0.12384554064593158,20,428.75,884,291.6816543768223
100,0.2525000592452907,2.668062747842314,5.0,0.12310050899279416,25,343.0,821,260.4044546469971
101,0.25556078248490777,2.6234896197807323,5.0,0.12112054148532983,319,26.88087774294671,765,102.3876013959002
102,0.25246198266467695,2.6930545836249125,5.0,0.12041271340265772,389,22.043701799485863,610,81.28192482662016
103,0.25270219314572706,2.708725215768603,5.0,0.1282779367411523,24,357.2916666666667,961,299.7699783676737
104,0.25351540297589104,2.6698845346396083,5.0,0.11574409733001129,417,20.563549160671464,766,78.47947334229832
105,0.25277874741886913,2.623595412958604,5.0,0.12304977403159799,18,476.3888888888889,1031,292.09799323912
106,0.2545345453173287,2.626020527175181,5.0,0.12368084794023466,17,504.4117647058824,970,185.89056199297016
107,0.2552761879718975,2.6468754373687893,5.0,0.12306755147803086,16,535.9375,1084,197.95247811974974
108,0.2541249852088009,2.6194984837881967,5.0,0.12425335240443554,15,571.6666666666666,910,233.92496422761056
109,0.2538523900396409,2.6761464893865172,5.0,0.12634684400569918,23,372.82608695652175,869,241.1919048634191
110,0.2571514045713906,2.634448332167017,5.0,0.12183885654996668,46,186.41304347826087,964,265.67245083789834
111,0.25447397114328113,2.6608689059948682,5.0,0.12823073916256467,16,535.9375,927,223.63375995978336
112,0.256866964340573,2.667500583158386,5.0,0.12632314840002407,20,428.75,1026,235.5106950862317
113,0.2533781044532366,2.67866542230518,5.0,0.11972344002514879,306,28.022875816993466,818,103.11287108106023
114,0.25748256009154813,2.6424294378353164,5.0,0.11984670338846598,383,22.389033942558747,756,90.74923176051782
115,0.25576763373835304,2.641649171915092,5.0,0.1227164447498636,54,158.7962962962963,922,240.87159477918473
116,0.25375882402576405,2.6180884068112897,5.0,0.12962407802661785,36,238.19444444444446,1073,308.1450613883414
117,0.2539248896036102,2.684919524142757,5.0,0.1293984321096468,14,612.5,1036,213.01835936972998
118,0.2504950548042296,2.5855446699323537,5.0,0.11949368852120798,23,372.82608695652175,757,218.21561976809784
119,0.25431037228427833,2.612170515512013,5.0,0.12437643180753451,26,329.8076923076923,969,283.24697285785084
120,0.2527349951572043,2.627073711219967,5.0,0.12075483020316798,45,190.55555555555554,925,251.39924472224175
121,0.2539905849282789,2.5929076277116865,6.0,0.12171029990321701,289,29.67128027681661,609,101.5114456809834
122,0.2506236469224892,2.6294518311173314,5.0,0.11799150886004804,359,23.885793871866294,656,85.98066631077256
123,0.2541040077951057,2.6556123163051084,5.0,0.132212028622749,13,659.6153846153846,995,258.323154345494
124,0.2532209642950734,2.6280802425938887,5.0,0.1191185797155915,340,25.220588235294116,873,102.48337678521838
125,0.2536908681804274,2.6370970375554,6.0,0.12109379435353738,22,389.77272727272725,922,226.5634432154775
126,0.2543532475003985,2.6304816888266855,5.0,0.1256081703044579,17,504.4117647058824,829,202.01166501657315
127,0.25453398027465735,2.68925822253324,5.0,0.11769416201948417,394,21.763959390862944,787,83.40186257374546
128,0.2530011793568485,2.6590867739678097,5.0,0.12399187000833028,15,571.6666666666666,867,181.48596517514946
129,0.2523075034392395,2.5941229297877304,5.0,0.12389464392464014,344,24.927325581395348,653,94.56453412235328
130,0.25407085004079527,2.6729776067179847,5.0,0.1259631133442779,20,428.75,940,250.71714640207597
131,0.2541707415143873,2.624335199440168,5.0,0.1244806472011537,27,317.5925925925926,995,286.30497327658856
132,0.2551907799036214,2.653154886867273,5.0,0.12574711019287782,22,389.77272727272725,1072,272.221489335795
133,0.2559725320579136,2.697753673897831,5.0,0.12235053983433777,284,30.193661971830984,744,110.49769528843011
134,0.25480882559171125,2.606256123163051,5.0,0.12796164191152246,18,476.3888888888889,959,206.04776654641378
135,0.25202073625017024,2.643846512712853,5.0,0.12669011916215328,40,214.375,1175,344.66242089180537
136,0.2541775057357562,2.61703988803359,5.0,0.12600756082388292,24,357.2916666666667,923,294.4920031691108
137,0.2529468879385863,2.6500723116398412,5.0,0.1251873500266568,21,408.3333333333333,1118,298.5020273255449
138,0.2545474732616451,2.6028796361091673,5.0,0.12345640978128974,343,25.0,834,94.86750004926697
139,0.2544368001631132,2.606969909027292,5.0,0.12490457910037313,39,219.87179487179486,838,279.0775261727951
140,0.25518196679883687,2.648293678563098,5.0,0.12442433492371634,19,451.3157894736842,954,263.56843765830513
141,0.25461120963102385,2.622038721716818,5.0,0.12312556339468794,58,147.8448275862069,964,249.72984035333323
142,0.2558010436249111,2.67190459528808,5.0,0.1176169345022185,362,23.6878453038674,729,86.7038798465222
143,0.25246570628249104,2.6794180079309537,5.0,0.12287104135836378,330,25.984848484848484,822,99.32415440978829
144,0.2505479942419596,2.638187543736879,5.0,0.12311729679973929,20,428.75,979,284.62780521235095
145,0.2522695245663671,2.6204292045719617,5.0,0.12591984415461996,319,26.88087774294671,888,112.79255896767845
146,0.2536116684361428,2.6564672264987172,5.0,0.1199427507387511,385,22.272727272727273,919,87.53644678611651
147,0.24976891149539415,2.6452822486587357,5.0,0.11960260188656166,336,25.520833333333332,709,97.92328530062429
148,0.2520541445486405,2.6072183344996502,5.0,0.1259022916531335,20,428.75,870,267.54118841778364
149,0.2530983502241465,2.632394448332167,5.0,0.12329380352357003,63,136.11111111111111,1323,297.2236137039079
150,0.25358038608928,2.644695520298647,0.0,0.11956159714602677,322,26.630434782608695,700,96.09866535837995
151,0.25305968412450586,2.657702355959879,6.0,0.1243280936411167,21,408.3333333333333,799,183.23737748597176
152,0.252911849642863,2.6307947683035158,5.0,0.11907833220096346,390,21.987179487179485,769,82.80516111589496
153,0.2538581361100752,2.640901562864474,5.0,0.12311529959162505,18,476.3888888888889,945,250.36953552896097
154,0.25496575730631815,2.6817996267786333,5.0,0.12646071212545068,19,451.3157894736842,943,330.5418283319198
155,0.2551772312946066,2.5808164217401446,5.0,0.12615803291348715,57,150.43859649122808,848,233.54258919188857
156,0.2570375201979159,2.642411943083742,5.0,0.1227890188522724,331,25.906344410876134,804,105.2043342914452
157,0.2546670797535388,2.653912992768836,5.0,0.11827453356770978,371,23.11320754716981,862,91.3689131443105
158,0.2543990723509746,2.6580125962211336,5.0,0.11868788564959368,409,20.965770171149146,714,81.8137834404274
159,0.2548017905661007,2.604545136459062,5.0,0.12609621712421598,27,317.5925925925926,910,297.84040708620864
160,0.2530264834050686,2.6734359692092373,5.0,0.13072038682686665,17,504.4117647058824,1050,359.3084958022971
161,0.25826127155778367,2.612042220667133,5.0,0.12469812326951231,15,571.6666666666666,948,230.47622195985616
162,0.2567560186609635,2.6093655236762303,5.0,0.12568972202641973,50,171.5,871,245.05821757288612
163,0.25090744391246816,2.6514135759272217,5.0,0.12477737477755681,23,372.82608695652175,940,300.7614470225911
164,0.25816737685768326,2.64085607651038,5.0,0.12557858419021412,19,451.3157894736842,836,241.4857634752385
165,0.25698539576328155,2.637416608350828,5.0,0.11587336066374326,454,18.887665198237887,547,65.7292750694592
166,0.25487724262102013,2.6184604618614418,5.0,0.12184278799555423,365,23.493150684931507,708,92.17858237669581
167,0.2565399032077456,2.6583904828551437,5.0,0.12267701942852471,42,204.16666666666666,892,245.14436142099606
168,0.2529093379640524,2.6504070445533006,5.0,0.11921858777915133,21,408.3333333333333,888,230.2750598189113
169,0.25430574541844087,2.679432533876201,5.0,0.12190577776523444,300,28.583333333333332,782,106.9039275341286
170,0.255073994239802,2.6200723116398414,5.0,0.12847656982725658,15,571.6666666666666,946,216.80272651012078
171,0.2557214008009255,2.608676230464194,5.0,0.11660006044846286,409,20.965770171149146,722,74.76187986948663
172,0.24837602656204996,2.621706321436902,6.0,0.12139074220885698,18,476.3888888888889,865,265.1532342897612
173,0.25322539917929077,2.6223641240961046,5.0,0.1253353302907795,25,343.0,898,288.59799029099287
174,0.2517066157555888,2.6590039654770234,5.0,0.11538589624828409,394,21.763959390862944,894,87.35226902674124
175,0.2532237628300301,2.6531024026125496,5.0,0.12549409337885148,16,535.9375,1020,203.59133968258573
176,0.25552704927140735,2.615517844646606,5.0,0.12406472461746426,343,25.0,793,94.59494744241181
177,0.25308031009604426,2.6617529741077677,5.0,0.12138258494449382,28,306.25,1120,315.73266551218387
178,0.25772529927791415,2.6505155120130626,5.0,0.11886225402869885,22,389.77272727272725,711,185.83470950336041
179,0.2526400237795228,2.627825961975717,5.0,0.12413209655202713,19,451.3157894736842,800,243.9212669849323
180,0.2550953848276255,2.6517879636109165,5.0,0.12074833055232809,369,23.238482384823847,707,93.51183588912893
181,0.2527228320733214,2.6804525309073943,5.0,0.12201257955558298,296,28.969594594594593,682,101.15275988458289
182,0.25571164266142216,2.6801131327268486,4.0,0.12389971627410364,20,428.75,1166,342.24959824665973
183,0.25381375291305625,2.6728481455563333,5.0,0.1257219717854437,21,408.3333333333333,926,336.8052048762697
184,0.25750738085619773,2.598542104035456,5.0,0.12518407285191366,21,408.3333333333333,847,218.10817179366435
185,0.2551487372603135,2.6541322603219033,5.0,0.12172513981682317,20,428.75,892,216.10619495979284
186,0.25307026685701495,2.6604012129694423,5.0,0.12362831945302077,327,26.223241590214066,716,96.50793732887334
187,0.25139760080770485,2.6525110800093303,5.0,0.11880121358154308,397,21.59949622166247,766,86.39014835468039
188,0.2509447167711474,2.6412479589456495,5.0,0.1242501524492984,21,408.3333333333333,853,254.1809129496873
189,0.25608544872991207,2.6397259155586656,5.0,0.1222480059077629,23,372.82608695652175,1215,295.63706483132216
190,0.2533310624846748,2.6375600653137394,5.0,0.12702728611414904,48,178.64583333333334,878,285.29315986537813
191,0.25257496401125584,2.6093235362724516,5.0,0.1291708233654251,20,428.75,912,295.21007350698585
192,0.25318608789679237,2.6267693025425705,5.0,0.1286451464457466,26,329.8076923076923,1089,313.9457350502042
193,0.2540301611676377,2.6805225099136925,5.0,0.12603011423290872,15,571.6666666666666,1012,212.6492155849367
194,0.2550814331766675,2.640515512013063,5.0,0.12553451389609027,17,504.4117647058824,999,210.3683209274319
195,0.2544458618124029,2.6782890132960113,5.0,0.12490223610101565,52,164.90384615384616,988,279.5820548064959
196,0.2530268951883731,2.6532271985071145,5.0,0.11651276905489405,379,22.62532981530343,982,90.39629543909894
197,0.25395690178182806,2.606463727548402,5.0,0.11825962940859171,408,21.017156862745097,638,76.47646183922203
198,0.25479943592719134,2.6063447632376953,5.0,0.1213441108470229,323,26.54798761609907,709,97.54798781261901
199,0.252457824051714,2.6566375087473757,5.0,0.12528387402762153,24,357.2916666666667,938,306.8552154744789
200,0.2520190645745687,2.611330767436436,5.0,0.12373851606823519,21,408.3333333333333,850,229.35361206024066
201,0.2565760786591401,2.6585619314205737,5.0,0.12221161802373398,357,24.019607843137255,713,86.88146506174252
202,0.2542702068944306,2.626383251691159,5.0,0.11848051968514337,381,22.506561679790025,854,90.45047997121463
203,0.25320265941178627,2.646591881021552,5.0,0.11887241270012724,345,24.855072463768117,807,89.57511225301185
204,0.25368169179958244,2.6301656169815724,5.0,0.12655532628612165,323,26.54798761609907,927,115.73231640046701
205,0.2561869039322199,2.6320422206671332,5.0,0.12265417113709444,23,372.82608695652175,941,286.22591444884824
206,0.25481279358393993,2.607087707021227,5.0,0.12243494230351754,408,21.017156862745097,660,78.03344054248129
207,0.25453207395819455,2.5950878036252423,5.0,0.12583973666295928,50,171.5,884,264.016382067477
208,0.25364285034457107,2.645987870305575,5.0,0.11994366692168475,59,145.33898305084745,1283,268.92791612910344
209,0.25447149972061417,2.5915920223932822,5.0,0.11384799394731429,407,21.06879606879607,627,77.19069328299092
210,0.2552051922371771,2.652320970375554,5.0,0.12382470843446791,362,23.6878453038674,868,92.07584140530787
211,0.25379836135768097,2.632691859108934,5.0,0.12775622609917647,17,504.4117647058824,947,178.2533091264588
212,0.25726763034505185,2.5935782598553767,5.0,0.10924553235402587,521,16.45873320537428,722,61.63734196646393
213,0.2547891153624848,2.6419454163750875,5.0,0.11453096572247334,383,22.389033942558747,749,86.49718198133188
214,0.2544898076866587,2.6537065547002565,5.0,0.12123619802623847,384,22.330729166666668,848,85.19189425869683
215,0.2553989690163444,2.6488441800793097,5.0,0.11617085148093403,444,19.313063063063062,748,80.8534360286851
216,0.2549198145672021,2.6190272918124564,5.0,0.12043224386768064,353,24.291784702549574,910,94.40250372057328
217,0.2552005611246832,2.6322428271518543,5.0,0.12733257339571638,14,612.5,1038,230.9309575237957
218,0.2562282884364097,2.581406906206253,0.0,0.1290558566456327,16,535.9375,771,209.60482721958005
219,0.253526493299689,2.672267319804059,5.0,0.11992490868983932,369,23.238482384823847,713,89.74500180162876
220,0.2562629241550525,2.560181945416375,5.0,0.1263026456799058,253,33.89328063241107,945,125.13755464810951
221,0.255061157578265,2.6290311559730735,5.0,0.11940339797050736,340,25.220588235294116,909,95.36645198579981
222,0.2535888585004731,2.6371401912759507,5.0,0.12700766452691004,45,190.55555555555554,1082,287.08709909909885
223,0.25530156075612237,2.608448798693725,5.0,0.12102148168144736,310,27.661290322580644,786,102.62659272244666
224,0.25540080631567635,2.6753848845346395,5.0,0.12637174127914902,21,408.3333333333333,739,221.86274893519047
225,0.25117207868426067,2.667915791929088,5.0,0.11668324381855447,430,19.941860465116278,649,77.71485665801539
226,0.25487824114326957,2.603143223699557,5.0,0.12372983435890067,18,476.3888888888889,894,296.8548352475946
227,0.2522796892347954,2.6360485187777,5.0,0.12228415861754391,17,504.4117647058824,817,191.41487397597595
228,0.25345421591447237,2.662637042220667,5.0,0.1245432975112534,24,357.2916666666667,1049,330.37358640972224
229,0.25242940439911726,2.627730347562398,5.0,0.1196638145550239,23,372.82608695652175,1085,279.4931207326256
230,0.25455613912208996,2.6497154187077214,5.0,0.1146144814928183,464,18.48060344827586,694,71.16360196380899
231,0.2534114809968178,2.670220433869839,6.0,0.11359985745654551,552,15.534420289855072,685,59.915177754794094
232,0.2537453439519968,2.6262351294611617,5.0,0.12491646980366967,21,408.3333333333333,923,318.12356589005344
233,0.2537786578015947,2.6276067179846048,5.0,0.12164406835434424,30,285.8333333333333,982,281.0237336754476
234,0.25562804804938144,2.5972229997667364,5.0,0.12032807544275062,356,24.087078651685392,790,93.73226125156106
235,0.25387398755666074,2.639096104501983,5.0,0.11918387486168558,383,22.389033942558747,729,88.11766750329232
236,0.25490419929477437,2.6255516678329833,5.0,0.12479684758961733,18,476.3888888888889,1123,351.3301927261414
237,0.25701985601217714,2.6374889199906693,5.0,0.12681687110787018,17,504.4117647058824,740,177.4512555517312
238,0.2541994233136817,2.642631210636809,5.0,0.12729331486628775,19,451.3157894736842,1098,329.52726149209866
239,0.2544099396645546,2.609107767669699,5.0,0.1267146851177836,21,408.3333333333333,911,300.7079477520836
240,0.25366220273691176,2.6320013995801257,5.0,0.12738528497341317,18,476.3888888888889,811,237.26547224783394
241,0.25078769042110954,2.5872883135059483,5.0,0.1268608628930733,309,27.750809061488674,1070,107.84148459807243
242,0.25323155417834153,2.6535572661534874,5.0,0.1215234483820247,21,408.3333333333333,1103,308.60489971318367
243,0.25786859183644906,2.6375845579659436,5.0,0.10952230369099276,452,18.971238938053098,592,66.79529927068015
244,0.25271534914829313,2.6643270352227666,5.0,0.1295801737390048,21,408.3333333333333,790,214.13243194971287
245,0.25293292453569316,2.6230090972708187,5.0,0.12054828611163279,294,29.166666666666668,805,110.8990291715929
246,0.253832640799639,2.65278166550035,5.0,0.12746790768842833,16,535.9375,802,151.31732747359106
247,0.255171123327051,2.6005644973174715,5.0,0.12224234722042518,373,22.989276139410187,888,95.87413494238452
248,0.2529790017734662,2.615188943317005,5.0,0.12179847802345152,24,357.2916666666667,849,269.33119004407115
249,0.25478855939974104,2.641333100069979,5.0,0.12283428040722523,22,389.77272727272725,766,223.1279559148602
250,0.25373088322455994,2.666299276883602,6.0,0.11840915375427886,328,26.14329268292683,725,93.66498202343779
251,0.25330823398319613,2.680956379752741,5.0,0.12098851580836321,338,25.369822485207102,881,102.15765128729485
252,0.25368949091902204,2.6102624212736183,5.0,0.12722167638957216,16,535.9375,931,173.33582605379073
253,0.25386222753910664,2.6600303242360623,5.0,0.12378730010552486,15,571.6666666666666,900,177.7176287135172
254,0.2536203191199652,2.628231863774201,5.0,0.12167095521847059,356,24.087078651685392,703,88.79056756896271
255,0.25275567955575795,2.6785840914392347,5.0,0.11598446428039044,434,19.758064516129032,704,77.09258298963832
256,0.25345443570906645,2.657849311873105,5.0,0.12386973417815915,22,389.77272727272725,917,279.2206575807648
257,0.2565777598875345,2.634997667366457,5.0,0.11788302591603156,445,19.269662921348313,759,76.03038482567553
258,0.25441349757166,2.6052834149755073,5.0,0.12367545052603784,337,25.445103857566764,821,97.70617301160547
259,0.2543412366741739,2.670516678329834,5.0,0.13111852216315467,46,186.41304347826087,943,258.96512910184885
260,0.2547226129510208,2.64530674131094,5.0,0.11332217971246276,442,19.400452488687783,685,70.97935012798887
261,0.25360376041526106,2.6357686027525076,5.0,0.12117704317324104,25,343.0,834,270.6569784801419
262,0.2546967957336614,2.6064497317471425,5.0,0.12648025377660216,18,476.3888888888889,1005,276.2923449474183
263,0.25556677494725183,2.609711919757406,5.0,0.11831729199621274,353,24.291784702549574,744,94.67731010467185
264,0.2553881437871896,2.609267553067413,5.0,0.1275282339361451,14,612.5,836,203.60527287586916
265,0.25351429759958016,2.650172614882202,5.0,0.12872893474423552,19,451.3157894736842,798,221.75616116322544
266,0.25378838083858246,2.6482092860475968,0.0,0.11849799662651908,350,24.5,762,92.98281715303256
